CATEGORIA,CONTRATO,CONTRATISTA,MUNICIPIO,FRENTE,DIRECCION,ESTADO_CIERRE,HORARIO,FECHA_INICIO,FECHA_FIN,DURACION_DIAS
Trazado Normal,CW322377,Consorcio AMT24,No definido,LAS FLORES-2,Calle 49D Sur entre el tanque Las Flores de EPM y la Calle 48F Sur,TOTAL,Diurno,2026-09-01,2026-09-14,13
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA YE-1,Calle 16A Sur entre carreras 9F y 10,ENTRADA Y SALIDA,Diurno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-2,Carrera 48 entre calle 85 y No 84-16 costado Ambos,TOTAL,Nocturno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-3,Calle 85 entre carreras 48 y 48A costado Ambos,TOTAL,Nocturno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-4,Calle 85 con carrera 48 costado Sur,PARCIAL,Nocturno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-5,Carrera 48A entre calles 84 y 86 costado Ambos No Simultáneos,PARCIAL,Nocturno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-6,Calle 85 entre carreras 48A y 48B costado norte,PARCIAL,Nocturno,2026-08-14,2026-09-30,47
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-2,Carrera 48 entre calle 85 y No 84-16 costado Ambos,TOTAL,Nocturno,2025-10-23,2026-08-13,294
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-3,Calle 85 entre carreras 48 y 48A costado Ambos,TOTAL,Nocturno,2025-05-22,2026-08-13,448
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-4,Calle 85 con carrera 48 costado Sur,PARCIAL,Nocturno,2025-05-22,2026-08-13,448
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-5,Carrera 48A entre calles 84 y 86 costado Ambos No Simultáneos,PARCIAL,Nocturno,2025-05-22,2026-08-13,448
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA PIÑUELA-6,Calle 85 entre carreras 48A y 48B costado norte,PARCIAL,Nocturno,2025-05-22,2026-08-13,448
Trazado Normal,CW322377,Consorcio AMT24,No definido,LAS FLORES-1,Calle 49D Sur entre el tanque Las Flores de EPM y la Calle 48F Sur,ENTRADA Y SALIDA,Diurno,2025-02-24,2026-10-31,614
Trazado Normal,CW322377,Consorcio AMT24,No definido,LA YE-1,Calle 16A Sur entre carreras 9F y 10,ENTRADA Y SALIDA,Diurno,2025-02-03,2026-08-13,556
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_01,Zona verde costado oriental de la carrera 58 Avenida Regional entre calle 58 y 62,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_01,Zona verde costado oriental de la carrera 58 Avenida Regional entre calle 58 y 62,TOTAL,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_01,Zona verde costado oriental de la carrera 58 Avenida Regional entre calle 58 y 62,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_02,Carrera 57 con calle 61A,INGRESO Y SALIDA,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_02,Carrera 57 con calle 61A,INGRESO Y SALIDA,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_02,Carrera 57 con calle 61A,INGRESO Y SALIDA,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_03,Calle 60 entre carrera 56 y 55,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_03,Calle 60 entre carrera 56 y 55,TOTAL,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_03,Calle 60 entre carrera 56 y 55,TOTAL,Nocturno,2026-01-01,2026-03-31,89
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_03,Calle 60 entre carrera 56 y 55,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_04,Carrera 39 entre calles 60 y 62 costado occidental,PARCIAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_04,Carrera 39 entre calles 60 y 62 costado occidental,PARCIAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_04,Carrera 39 entre calles 60 y 62 costado occidental,PARCIAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_04,Carrera 39 entre calles 60 y 62 costado occidental,PARCIAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_05,Carrera 40 entre calles 60 y 59,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_05,Carrera 40 entre calles 60 y 59,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_05,Carrera 40 entre calles 60 y 59,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_05,Carrera 40 entre calles 60 y 59,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_06,Carrera 40 entre calles 59 y 58A,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_06,Carrera 40 entre calles 59 y 58A,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_06,Carrera 40 entre calles 59 y 58A,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_06,Carrera 40 entre calles 59 y 58A,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_07,Carrera 57 entre calles 61 y 59 calzada occidental,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_07,Carrera 57 entre calles 61 y 59 calzada occidental,TOTAL,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_08,Calle 59 entre carrera 40 y 41,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_08,Calle 59 entre carrera 40 y 41,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_08,Calle 59 entre carrera 40 y 41,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_08,Calle 59 entre carrera 40 y 41,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_09,Carrera 40A entre calles 60 y 59,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_09,Carrera 40A entre calles 60 y 59,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_09,Carrera 40A entre calles 60 y 59,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_09,Carrera 40A entre calles 60 y 59,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_10,Carrera 40 con calle 59 costado occidental,PARCIAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_10,Carrera 40 con calle 59 costado occidental,PARCIAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_10,Carrera 40 con calle 59 costado occidental,PARCIAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_11,Calle 59 entre carreras 42 y 43,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_11,Calle 59 entre carreras 42 y 43,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_11,Calle 59 entre carreras 42 y 43,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_11,Calle 59 entre carreras 42 y 43,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_12,Carrera 43 con calle 59,PARCIAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_12,Carrera 43 con calle 59,PARCIAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_12,Carrera 43 con calle 59,PARCIAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_12,Carrera 43 con calle 59,PARCIAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_13,Calle 59 entre carreras 43 y 45,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_13,Calle 59 entre carreras 43 y 45,TOTAL,Nocturno,2025-12-22,2026-03-31,99
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_13,Calle 59 entre carreras 43 y 45,TOTAL,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_13,Calle 59 entre carreras 43 y 45,TOTAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_14,Carrera 39 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2025-05-05,2025-12-31,240
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_14,Carrera 39 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-01-01,2026-03-31,89
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_14,Carrera 39 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_14,Carrera 39 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_15,Carrera 40 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2025-05-05,2025-12-31,240
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_15,Carrera 40 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-01-01,2026-03-31,89
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_15,Carrera 40 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-04-01,2026-05-31,60
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_15,Carrera 40 entre calles 60 y 62,INGRESO Y SALIDA,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_16,Carrera 57 con calle 60 calzada oriental,PARCIAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_16,Carrera 57 con calle 60 calzada oriental,PARCIAL,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_17,Calle 60 entre carrera 57 y 56A,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_18,Carrera 56A con calle 60,PARCIAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_19,Calle 60 entre carrera 56 y 56A,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_20,Carrera 56 con calle 60,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_21,Calle 60 entre carrera 54 y 55,TOTAL,Nocturno,2025-05-05,2025-08-31,118
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_21,Calle 60 entre carrera 54 y 55,TOTAL,Nocturno,2025-09-01,2025-12-31,121
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_21,Calle 60 entre carrera 54 y 55,TOTAL,Nocturno,2026-01-01,2026-03-31,89
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_22,Calle 60 entre carrera 39 y 40,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_23,Calle 59 con carrera 41,PARCIAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_23,Calle 59 con carrera 41,PARCIAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_24,Calle 59 entre carrera 41 y 42,TOTAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_25,Calle 59 con carrera 42,PARCIAL,Nocturno,2025-05-05,2025-12-21,230
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_01_25,Calle 59 con carrera 42,PARCIAL,Nocturno,2026-06-01,2026-10-31,152
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_03_01,Carrera 51D entre calles 46D y 49 ambos costados,PARCIAL,Nocturno,2025-07-07,2025-12-31,177
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_03_01,Carrera 51D entre calles 46D y 49 ambos costados,PARCIAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_03_02,Carrera 51D entre calles 46D y 49,INGRESO Y SALIDA,Nocturno,2025-07-07,2025-12-31,177
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_03_02,Carrera 51D entre calles 46D y 49,INGRESO Y SALIDA,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_01,Carrera 36 con calle 66E costado oriental,INGRESO Y SALIDA,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_01,Carrera 36 con calle 66E costado oriental,INGRESO Y SALIDA,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_01,Carrera 36 con calle 66E costado oriental,INGRESO Y SALIDA,Nocturno,2026-07-01,2026-10-31,122
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_02,Carrera 39 entre calles 60 y 66C,TOTAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_02,Carrera 39 entre calles 60 y 66C,TOTAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_02,Carrera 39 entre calles 60 y 66C,TOTAL,Nocturno,2026-07-01,2026-10-31,122
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_03,Calle 66C entre carreras 36 y 39,TOTAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_03,Calle 66C entre carreras 36 y 39,TOTAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_03,Calle 66C entre carreras 36 y 39,TOTAL,Nocturno,2026-07-01,2026-10-31,122
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_04,Calle 65 con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_04,Calle 65 con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_05,Calle 65AA con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_05,Calle 65AA con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_06,Carrera 37 con calle 66C,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_06,Carrera 37 con calle 66C,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_07,Carrera 36 entre calles 66 y 66D,TOTAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_07,Carrera 36 entre calles 66 y 66D,TOTAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_08,Carrera 36A entre calles 66 y 66C,TOTAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_08,Carrera 36A entre calles 66 y 66C,TOTAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_09,Calle 64 con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_09,Calle 64 con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_10,Carrera 39 con calle 66C,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_10,Carrera 39 con calle 66C,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_11,Calle 63 con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_11,Calle 63 con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_12,Calle 66 con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_12,Calle 66 con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_13,Calle 66C con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_13,Calle 66C con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_14,Calle 65BB con carrera 39,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_14,Calle 65BB con carrera 39,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_15,Carrera 39 con calle 62 ambos costados,PARCIAL,Nocturno,2025-09-15,2025-12-31,107
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_04_15,Carrera 39 con calle 62 ambos costados,PARCIAL,Nocturno,2026-01-01,2026-06-30,180
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_01,Calle 59 entre carreras 43 y 45,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_02,Carrera 45 calzada oriente entre calles 58 y 59,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_03,Carrera 45D con calle 59,PARCIAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_04,Calle 59 entre carreras 45D y 47,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_05,Carrera 47 calzada oriente entre calles 58 y 59,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_06,Calle 59 entre carreras 47 y 48,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_07,Calle 59 entre carreras 48 y 49,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_08,Carrera 49 entre calles 58 y 59,PARCIAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_09,Carrera 45 calzada ocidente entre calles 58 y 59,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_10,Calle 59 entre carreras 45 y 45D,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_11,Calle 59 entre carreras 49 y 50,TOTAL,Nocturno,2026-01-01,2026-10-31,303
Trazado Normal,CW323402,CONSORCIO_INFRAESTRUCTURA_DE_AGUAS_2024,No definido,PMT_05_12,Carrera 50 entre calles 60 y 59 ambos costados,PARCIAL,Nocturno,2026-01-01,2026-10-31,303
